Company Name,Price,High,Low,Pct Increase
Khoobsurat Ltd.,0.19,0.2,0.19,0
Khyati Multimedia Entertainment Ltd.,0.65,0.74,0.35,85.71428571
KIC Metaliks Ltd.,28.5,51,21.55,32.25058005
Kids Medical Systems Ltd.,7.98,11.4,7.98,0
Kiduja India Ltd.,26.05,33.65,26.05,0
KIFS Financial Services Ltd.,43.85,76.3,33.45,31.09118087
Kilburn Chemicals Ltd.,8.67,49,8.18,5.990220049
Kilburn Engineering Ltd.,16.15,33.65,10.25,57.56097561
Kilburn Office Automation Ltd.,1.1,6.79,1.1,0
Kilitch Drugs (India) Ltd.,95.05,141.8,63,50.87301587
Kilpest India Ltd.,378,517,54,600
Kimia Biosciences Ltd.,40.8,45.9,19.05,114.1732283
Kinetic Engineering Ltd.,21.7,39.15,11.2,93.75
Kinetic Motor Company Ltd.,7.22,12.85,7.15,0.979020979
Kinetic Trust Ltd.,8,8.9,7.62,4.98687664
Kingfa Science & Technology Ltd.,550.05,705,306,79.75490196
Kingfisher Airlines Ltd.,1.36,3.69,1.16,17.24137931
Kings Infra Ventures Ltd.,26.45,32,17,55.58823529
KIOCL Ltd.,117.75,169.5,46.35,154.0453074
Kiran Print Pack Ltd.,3.8,4.64,3.04,25
Kiran Syntex Ltd.,4.9,4.93,3.93,24.68193384
Kiran Vyapar Ltd.,75.1,109.8,41.15,82.50303767
Kiri Industries Ltd.,474.15,612.4,188.1,152.0733652
Kirloskar Electric Co Ltd.,10.88,19.62,6.95,56.54676259
Kirloskar Brothers Ltd.,114.75,180.95,76,50.98684211
Kirloskar Ferrous Industries Ltd.,107.8,111.7,37.2,189.7849462
Kirloskar Industries Ltd.,715.15,799.8,355,101.4507042
Kirloskar Brothers Investments Ltd.,4445.5,4940,1305,240.651341
Kirloskar Oil Engines Ltd.,103.05,174.85,70.05,47.10920771
Kirloskar Pneumatic Company Ltd.,135.5,177.4,80,69.375
Kisan Mouldings Ltd.,10.22,26.85,6.51,56.98924731
Kitex Garments Ltd.,100,171,77.15,29.617628
KJMC Corporate Advisors (India) Ltd.,18.3,20.05,9.43,94.06150583
KJMC Financial Services Ltd.,5.13,16.15,3.49,46.99140401
Kkalpana Industries Ltd.,17.5,26.45,11.95,46.44351464
Kkalpana Plastick Ltd.,1.75,2.2,1.75,0
KLG Capital Services Ltd.,9.41,14.12,4.35,116.3218391
KLG Systel Ltd.,3.87,20.1,3.2,20.9375
KLK Electrical Industries Ltd.,15.5,15.5,14.55,6.529209622
Kovilpatti Lakshmi Roller Flour Mills Ltd.,39.9,49.5,19.25,107.2727273
KM Sugar Mills Ltd.,9.85,14.5,4.44,121.8468468
KMC Speciality Hospitals Ltd.,23.95,26.5,9.51,151.8401682
KMF Builders and Developers Ltd.,2.57,2.67,1.38,86.23188406
KMG Milk Food Ltd.,22.05,25.65,22.05,0
KMS Medisurgi Ltd.,35,42,30,16.66666667
KNR Constructions Ltd.,260.3,311.05,171.65,51.64579085
Koa Tools India Ltd.,0.25,0.26,0.19,31.57894737
Kobo Biotech Ltd.,5.71,8.3,1.19,379.8319328
Koffee Break Pictures Ltd.,0.19,0.24,0.19,0
Kohinoor Broadcast Corporation Ltd.,0.24,0.33,0.15,60
Kohinoor Foods Ltd.,8.17,15.36,4.75,72
Kohinoor Techno Engineers Ltd.,2.2,2.3,1.99,10.55276382
Kokuyo Camlin Ltd.,65.05,93,36.5,78.21917808
Kolte-Patil Developers Ltd.,184,277.9,103.1,78.46750727
Kome-On Communication Ltd.,0.38,0.97,0.38,0
Konark Synthetics Ltd.,9.95,21.9,6.69,48.72944694
Kopran Ltd.,122.05,138,16.15,655.7275542
Kore Foods Ltd.,1.35,4.52,1.34,0.746268657
Kosian Finance Ltd.,3.38,3.38,2.85,18.59649123
Kotak Mahindra Bank Ltd.,1796.7,1817.8,1000.35,79.6071375
Kotak Mutual Fund - Gold Exchange Traded Fund Ltd.,445.95,507,321,38.92523364
Kotak Mahindra Mutual Fund - Nifty ETF,133.8,134.25,81,65.18518519
Kotak Mahindra MF - Kotak PSU Bank ETF,142.5,270,106.39,33.94115988
Kotak Sensex ETF,452,459,265,70.56603774
Kothari Fermentation and Biochem Ltd.,47.3,63.7,25.25,87.32673267
Kothari Products Ltd.,58.6,104.7,29.1,101.3745704
Kothari World Finance Ltd.,52,60.3,50.75,2.463054187
Kotia Enterprises Ltd.,11.97,25.35,9.91,20.78708375
Koutons Retail India Ltd.,2.35,11.04,2.25,4.444444444
Kovai Medical Center and Hospital Ltd.,884.4,968.4,501.25,76.43890274
Kovalam Investment & Trading Co. Ltd.,13.46,13.46,0,1346
KPIT Technologies Ltd.,107.2,129.6,34.45,211.1756168
KPR Mill Ltd.,795.5,840,316.9,151.0255601
KPT Industries Ltd.,70,88.45,37.5,86.66666667
Kranti Industries Ltd.,15,32.5,11.5,30.43478261
Kratos Energy & Infrastructure Ltd.,280.55,280.55,45.75,513.2240437
KRBL Ltd.,252.35,339.6,91.25,176.5479452
Krebs Biochemicals & Industries Ltd.,86.5,110.9,60.1,43.92678869
Kreon Finnancial Services Ltd.,3.8,6.26,3.7,2.702702703
Kridhan Infra Ltd.,2.51,5.84,1.1,128.1818182
Kriptol Industries Ltd.,5.15,9.45,1.46,252.739726
Krishana Fabrics Ltd.,7.42,18.25,7.42,0
Krishna Capital and Securities Ltd.,2.85,3.66,2.66,7.142857143
Krishna Ferro Products Ltd.,2.25,3.35,2.25,0
Krishna Filaments Ltd.,3.11,6.26,2.99,4.013377926
Krishna Lifestyle Technologies Ltd.,0.19,0.21,0.19,0
Shri Krishna Prasadam Ltd.,2.01,8.83,1.74,15.51724138
Krishna Ventures Ltd.,11.51,19.4,10.1,13.96039604
Kriti Industries (India) Ltd.,34.45,35.85,10,244.5
Kriti Nutrients Ltd.,32.6,50.85,12.5,160.8
Krypton Industries Ltd.,7.92,12.4,5.99,32.22036728
Krystal Knitwear Ltd.,10,25.05,11.05,9.502262443
KS Oils Ltd.,0.44,0.6,0.41,7.317073171
KSB Ltd.,526.75,764.45,386.4,36.32246377
KSE Ltd.,2327,2432.45,870,167.4712644
Kshitiz Leasing and Finance Ltd.,253.2,253.2,238.65,6.096794469
KSK Energy Ventures Ltd.,0.39,0.77,0.28,39.28571429
KSL & Industries Ltd.,2.7,2.7,1.41,91.4893617
KSS Ltd.,0.19,0.37,0.19,0
Kuantum Papers Ltd.,40.15,88.9,25.01,60.53578569
Kuber Udyog Ltd.,0.7,1.48,0.36,94.44444444
Kumar Wire Cloth Manufacturing Company Ltd.,40.75,47.75,29.8,36.74496644
Kumbhat Financial Services Ltd.,2.35,2.96,2.24,4.910714286
Kunststoffe Industries Ltd.,18.1,22,3.57,407.0028011
Kusam Electrical Industries Ltd.,5.18,5.18,0,518
Kushal Ltd.,3.02,10.4,1.82,65.93406593
Kutch Minerals Ltd.,8.91,8.91,1.2,642.5
Kuwer Industries Ltd.,6.98,7.14,2.55,173.7254902
Kwality Ltd.,2.5,5.97,1.25,100
Kwality Credit & Leasing Ltd.,9.31,12.69,9.31,0
Kwality Pharmaceuticals Ltd.,59,63.8,21.3,176.9953052
Kyra Landscapes Ltd.,0.19,0.27,0.19,0
KZ Leasing and Finance Ltd.,7.57,12.49,6.36,19.02515723
L&T Finance Holdings Ltd.,70.45,134,46,53.15217391
Larsen & Toubro Infotech Ltd.,2996.05,3515.15,1207.6,148.0995363
L&T Technology Services Ltd.,1696.9,1879,995,70.54271357
L. P. Naval and Engineering Ltd.,59.75,62,48,24.47916667
La Opala RG Ltd.,217.75,251.6,131.5,65.58935361
La Tim Metal & Industries Ltd.,33.8,42.9,29.2,15.75342466
Lactose (India) Ltd.,22.9,29.6,14.35,59.58188153
Ladam Affordable Housing Ltd.,7.61,7.77,2.79,172.7598566
Ladderup Finance Ltd.,28,42.5,14.25,96.49122807
Laffans Petrochemicals Ltd.,13.97,17.85,9.04,54.53539823
Lahoti Overseas Ltd.,11.56,12.8,6.77,70.75332349
Lakeland Hotels Ltd.,7.62,13.03,7.11,7.172995781
Lakhotia Polyesters Ltd.,8.88,8.88,8.84,0.452488688
Lakshmi Electrical Control Systems Ltd.,237,361.9,185.15,28.00432082
Lakshmi Energy and Foods Ltd.,2.7,17.3,2.5,8
Lakshmi Automatic Loom Works Ltd.,52.45,60,23.6,122.2457627
Lakshmi Machine Works Ltd.,4196.3,4331.15,2001,109.7101449
Lakshmi Mills Company Ltd.,1600,2248,1100,45.45454545
Lakshmi Precision Screws Ltd.,4.15,6.86,2.92,42.12328767
Lakshmi Vilas Bank Ltd.,15.5,25.18,10.45,48.32535885
Lambodhara Textile Ltd.,29,40.5,17.5,65.71428571
Lancer Containers Lines Ltd.,56.25,73.5,23.15,142.9805616
Lanco Infratech Ltd.,0.42,2.45,0.42,0
Lancor Holdings Ltd.,4.08,9.38,2.15,89.76744186
Landmarc Leisure Corporation Ltd.,0.37,0.72,0.33,12.12121212
Landmark Property Development Company Ltd.,1.71,2.43,1.06,61.32075472
Larsen & Toubro Ltd.,1081.25,1417.5,661.05,63.56553967
Lasa Supergenerics Ltd.,78.35,83.25,16.9,363.6094675
Laser Diamonds Ltd.,0.32,0.37,0.29,10.34482759
Laurus Labs Ltd.,279.35,345,61.9,351.2924071
Layla Textile And Traders Ltd.,0.48,2.47,0.46,4.347826087
Le Waterina Resorts & Hotels Ltd.,0.54,0.8,0.46,17.39130435
Lead Financial Services Ltd.,4.02,6.66,3.83,4.960835509
Leading Leasing Finance And Investment Company Ltd.,36.4,139.8,26.25,38.66666667
Ledo Tea Company Ltd.,30.75,30.8,26.5,16.03773585
Lee and Nee Softwares (Exports) Ltd.,1.52,1.85,0.74,105.4054054
LEEL Ltd.,2.76,27.55,2.31,19.48051948
Leena Consultancy Ltd.,13.09,11.9,11.34,15.43209877
Lehar Footwears Ltd.,17.35,37.8,14,23.92857143
Lemon Tree Hotels Ltd.,31.85,65.8,13.8,130.7971014
Lerthai Finance Ltd.,248.85,293,186,33.79032258
Lesha Industries Ltd.,1.07,1.47,0.76,40.78947368
Lex Nimble Solutions Ltd.,29,45,25,16
LG Balakrishnan and Brothers Ltd.,261.4,369.9,146,79.04109589
LGB Forge Ltd.,2.7,4.26,1.56,73.07692308
Liberty Phosphate Ltd.,207.75,227,75.5,175.1655629
Liberty Shoes Ltd.,149.05,181.9,64.05,132.7088212
Libord Finance Ltd.,1.8,6.7,1.68,7.142857143
Libord Securities Ltd.,6.09,8.08,5.69,7.029876977
LIC Housing Finance Ltd.,314.85,486.4,186,69.27419355
LIC MF Exchange Traded Fund- Sensex Ltd.,476.95,529.17,355,34.35211268
Lifeline Drugs & Pharma Ltd.,134.4,330,134.4,0
Likhami Consulting Ltd.,57.2,57.2,44.1,29.70521542
Likhitha Infrastructure Ltd.,159,177,120,32.5
Lime Chemicals Ltd.,18.4,24.7,12.83,43.41387373
Linaks Microelectronics Ltd.,0.64,0.64,0.31,106.4516129
Linc Pen and Plastics Ltd.,153.9,247.9,115.2,33.59375
Lincoln Pharmaceuticals Ltd.,227.45,283,85.5,166.0233918
Linde India Ltd.,923.55,937.2,378,144.3253968
Linear Industries Ltd.,10.87,10.87,9.87,10.13171226
Link Pharmachem Ltd.,22.5,25.5,11.41,97.19544259
Linkhouse Industries Ltd.,0.69,1.34,0.59,16.94915254
Linkson International Ltd.,90.75,188.7,86.45,4.973973395
Lippi System Ltd.,8.84,11.9,6.17,43.273906
Liquid Bees Ltd.,1000,1009.9,997.55,0.245601724
LKP Finance Ltd.,61.95,98.95,46.4,33.51293103
LKP Securities Ltd.,5.1,9,3.28,55.48780488
Lloyds Finance Ltd.,0.76,0.9,0.37,105.4054054
Lloyds Metals and Energy Ltd.,10,12.5,4.12,142.7184466
Lloyds Steels Industries Ltd.,0.7,1.52,0.3,133.3333333
LML Ltd.,3.67,13.77,3.67,0
LN Industries India Ltd.,2.19,5.44,2.19,0
Lohia Securities Ltd.,32.55,38,30.25,7.603305785
Lok Housing and Constructions Ltd.,4.11,4.64,3.11,32.15434084
Lokesh Machines Ltd.,24.1,38,12.8,88.28125
Longview Tea Company Ltd.,20.39,20.39,5.1,299.8039216
Looks Health Services Ltd.,1.31,4.5,1.19,10.08403361
Lords Chemicals Ltd.,3.69,31.6,3.32,11.14457831
Lords Chloro Alkali Ltd.,29.55,45,18,64.16666667
Lords Ishwar Hotels Ltd.,2.92,8.82,2.92,0
Lorenzini Apparels Ltd.,5.9,7.04,3,96.66666667
Lotus Chocolate Company Ltd.,14.2,19.7,9.35,51.87165775
Lotus Eye Care Hospital Ltd.,31.85,39.85,16.65,91.29129129
Lovable Lingerie Ltd.,64.5,87.35,34,89.70588235
Loyal Equipments Ltd.,30.5,46.3,24.85,22.73641851
Loyal Textiles Mills Ltd.,279,335,161,73.29192547
LS Industries Ltd.,15,20.5,8.63,73.81228273
LT Foods Ltd.,50.35,63.5,13,287.3076923
LTFINNCDIV Ltd.,1043,1138,1021.07,2.147746971
Ludlow Jute & Specialities Ltd.,84.8,108,42.95,97.43888242
Luharuka Media & Infra Ltd.,0.75,0.89,0.35,114.2857143
Lumax Automotive Systems Ltd.,13.1,18.2,12,9.166666667
Lumax Auto Technologies Ltd.,104.6,121.8,48,117.9166667
Lumax Industries Ltd.,1326.05,1695.95,702,88.8960114
Luminaire Technologies Ltd.,0.2,0.35,0.19,5.263157895
Lupin Ltd.,887.95,1121.85,505,75.83168317
Lux Industries Ltd.,1514.2,1680,812.8,86.29429134
LWS Knitwear Ltd.,1.85,7.22,1.8,2.777777778
Lyka Labs Ltd.,17.45,24.85,9.7,79.89690722
Lykis Ltd.,33.2,34.6,11.5,188.6956522
Lynx Machinery Ltd.,27.5,30.45,27.5,0
Lypsa Gems and Jewellery Ltd.,2.84,6.85,2.39,18.82845188
Mahindra and Mahindra Ltd.,637.05,666.35,245.8,159.1741253
Mahindra & Mahindra Financial Services Ltd.,145.35,245.75,76.47,90.07453903
Mahindra & Mahindra Financial Services - RE Ltd.,79.25,141.5,67.8,16.8879056
M.D. Inducto Cast Ltd.,102.6,116.9,49.35,107.9027356
Maa Jagdambe Tradelinks Ltd.,70.45,107.8,70.45,0
Maan Aluminium Ltd.,71.75,80.9,23.65,203.3826638
Maars Software International Ltd.,0.26,0.59,0.26,0
Mac Charles (India) Ltd.,217.05,451.95,167.2,29.8145933
Mac Hotels Ltd.,68,120,48,41.66666667
Machino Plastics Ltd.,66,81.8,41.8,57.89473684
Mack Trading Co Ltd.,71.7,76.1,71.7,0
Macro (International) Exports Ltd.,9.19,9.19,9.19,0
Madhav Infra Projects Ltd.,4.3,9,4.21,2.137767221
Madhav Marbles and Granites Ltd.,27.6,41,17.6,56.81818182
Madhucon Projects Ltd.,3.22,5.35,1.5,114.6666667
Madhur Capital and Finance Ltd.,1.65,1.82,0.88,87.5
Madhur Industries Ltd.,2.61,3.81,2.31,12.98701299
Madhusudan Industries Ltd.,9.9,13.79,7.24,36.74033149
Madhusudan Securities Ltd.,0.89,4.67,0.89,0
Madras Fertilizers Ltd.,17,23.55,8.86,91.87358916
Maestros Mediline Systems Ltd.,10.44,10.87,4.25,145.6470588
Maestros Electronics & Telecommunications Systems Ltd.,131,134.65,48.95,167.6200204
Mafatlal Industries Ltd.,85,106,51.2,66.015625
Magadh Sugar & Energy Ltd.,101.95,150,54,88.7962963
Magellanic Cloud Ltd.,67.75,74,14.25,375.4385965
Magma Fincorp Ltd.,46.35,71,12.7,264.9606299
Magna Colors Ltd.,4.06,4.35,1.4,190
Magna Electro Castings Ltd.,160,188,94,70.21276596
Magna Industries and Exports Ltd.,2.3,2.3,2.27,1.321585903
Magnum Fincap Ltd.,4.7,4.7,4.65,1.075268817
Magnum Ventures Ltd.,4.23,7.12,2,111.5
Magnus Plastics Ltd.,18.25,22.55,15.3,19.28104575
Maharashtra Corporation Ltd.,0.52,0.52,0.15,246.6666667
Maharashtra Polybutenes Ltd.,0.38,0.4,0.37,2.702702703
Maharashtra Scooters Ltd.,3765,4890.1,1815,107.4380165
Maharashtra Seamless Ltd.,242.35,447.4,185,31
Maha Rashtra Apex Corporation Ltd.,74.5,104.95,48.45,53.76676987
Maharaja Shree Umaid Mills Ltd.,88.15,133.5,61.45,43.44995932
Mahaan Foods Ltd.,18.5,23.3,10.21,81.19490695
Mahalaxmi Rubtech Ltd.,36.2,43.4,23.2,56.03448276
Mahalaxmi Seamless Ltd.,6.29,7.6,6.25,0.64
Mahamaya Steel Industries Ltd.,96,163.65,63.05,52.26011102
Mahan Industries Ltd.,0.28,0.28,0.19,47.36842105
Mahanagar Gas Ltd.,869.75,1246.8,666.4,30.51470588
Mahanivesh (India) Ltd.,476,476.7,433.25,9.86728217
Mahasagar Travels Ltd.,3.15,3.15,3,5
Mahaveer Infoway Ltd.,1.72,2.95,1.25,37.6
Indo American Advance Pharmaceuitcals Ltd.,150.65,374.1,63.4,137.6182965
Mahavir Impex Ltd.,1.05,1.15,0.55,90.90909091
Mahavir Industries Ltd.,0.68,0.89,0.34,100
Mahesh Agri Implement and St Ltd.,12.96,27.9,12.35,4.939271255
Mahindra CIE Automotive Ltd.,152,179.1,59.05,157.4089754
Mahindra Composites . Ltd.,180.65,201.7,43.15,318.6558517
Mahindra EPC Irrigation Ltd.,141.15,194.65,74,90.74324324
Mahindra Holidays and Resorts India Ltd.,185,244.7,122,51.63934426
Mahindra Lifespace Developers Ltd.,284.15,428.25,171.2,65.97546729
Mahindra Logistics Ltd.,396.75,457.9,199,99.3718593
Mahindra Satyam Ltd.,115.3,131.2,77.45,48.87023886
Mahindra Ugine Steel Company Ltd.,573.65,637.75,108.9,426.7676768
Mahip Industries Ltd.,3.43,20.45,3.28,4.573170732
Maithan Alloys Ltd.,557.9,623,291,91.71821306
Maitri Enterprises Ltd.,7.2,8,6.86,4.956268222
Majesco Ltd.,918,938,170.55,438.2585752
Majestic Auto Ltd.,92.5,150,54,71.2962963
Majestic Research Services & Solutions Ltd.,5.7,22.85,4.75,20
Makers Laboratories Ltd.,124.8,128.45,23.2,437.9310345
Malabar Trading Company Ltd.,3.36,134.4,2.78,20.86330935
Mallcom (India) Ltd.,234.05,285.6,132.85,76.1761385
Malu Paper Mills Ltd.,23.7,37.9,19.1,24.08376963
Malwa Cotton Spg. Mills Ltd.,4.05,8.5,3.87,4.651162791
Man Industries (India) Ltd.,71.9,78.45,31,131.9354839
Man Infraconstruction Ltd.,26.15,33.9,14.5,80.34482759
Man Made Spinners (India) Ltd.,10,5.3,1.45,589.6551724
Manaksia Ltd.,39.9,53.6,26.6,50
Manaksia Aluminium Company Ltd.,6.49,11.48,2.21,193.6651584
Manaksia Coated Metals & Industries Ltd.,4.54,6,3.03,49.8349835
Manaksia Steels Ltd.,11.85,15.43,5.92,100.1689189
Manali Petrochemicals Ltd.,32,36.55,8,300
Manappuram Finance Ltd.,163.8,194.6,75.6,116.6666667
Manas Properties Ltd.,575,585,513.1,12.06392516
The Mandhana Retail Ventures Ltd.,8.49,18.25,5.1,66.47058824
Mangal Credit and Fincorp Ltd.,45.2,53,25.7,75.87548638
Mangalam Cement Ltd.,212.9,333.35,115.65,84.0899265
Mangalam Drugs & Organics Ltd.,169.25,170.9,20.4,729.6568627
Mangalam Industrial Finance Ltd.,0.36,0.42,0.18,100
Mangalam Organics Ltd.,447.25,614.05,120.8,270.2400662
Mangalam Seeds Ltd.,65.05,70.5,47.5,36.94736842
Mangalam Timber Products Ltd.,6.86,11,4.86,41.15226337
Mangalam Ventures Ltd.,52.05,63.5,26.75,94.57943925
Mangalore Chemicals and Fertilisers Ltd.,34.3,46.4,16.35,109.7859327
Mangalya Soft Tech Ltd.,0.58,1.15,0.48,20.83333333
Manipal Finance Corporation Ltd.,5.6,5.6,5.6,0
Manjeera Constructions Ltd.,34.35,62.8,32.6,5.36809816
Manjushree Technopack Ltd.,447.3,491,158.9,181.4977974
Manomay Tex India Ltd.,31.75,36.45,25.6,24.0234375
Manorama Industries Ltd.,550,839.95,238.4,130.704698
Manpasand Beverages Ltd.,6.14,47,4.06,51.23152709
Manraj Housing Finance Ltd.,16.65,16.65,16.15,3.095975232
Mansi Finance (Chennai) Ltd.,19,45.9,16.35,16.20795107
Manugraph Industries Ltd.,8.35,19.11,6.5,28.46153846
Mapro Industries Ltd.,395.9,493.4,179,121.1731844
Maral Overseas Ltd.,15.3,19.45,8.15,87.73006135
Marathon Nextgen Realty Ltd.,72.85,110.9,38,91.71052632
Mardia Samyoung Capillary Tubes Co. Ltd.,1.81,2.01,1.81,0
Marg Ltd.,6.69,10.41,5.66,18.19787986
Marg Projects and Infrastructure Ltd.,11,12.13,10.5,4.761904762
Marg Techno Projects Ltd.,5.65,16,5.65,0
Margo Finance Ltd.,9.82,10.84,4.75,106.7368421
Marico Ltd.,378.7,389.7,233.8,61.9760479
Marico Kaya Enterprises Ltd.,1547.5,2330,214.4,621.7817164
Maris Spinners Ltd.,35.95,42.1,5.8,519.8275862
Market Creators Ltd.,4.7,4.7,4.28,9.813084112
Marksans Pharma Ltd.,50.5,57.1,9.9,410.1010101
Marmagoa Steel Ltd.,1.83,3.76,1.14,60.52631579
Marsons Ltd.,5.08,9.09,2.43,109.0534979
Martin Burn Ltd.,25.2,27.5,18.35,37.32970027
Maruti Infrastructure Ltd.,17,26.5,13.25,28.30188679
Maruti Securities Ltd.,1.4,2.1,1.33,5.263157895
Maruti Suzuki India Ltd.,6981.5,7566,4002,74.45027486
Marvel Capital and Finance (India) Ltd.,2.75,2.85,2.75,0
MAS Financial Services Ltd.,1075.05,1269,448.05,139.9397389
Mastek Ltd.,1049.65,1075,170.05,517.2596295
Master Trust Ltd.,16.35,20.95,11.05,47.9638009
Mather and Platt Fire Systems Ltd.,7.07,7.07,4.62,53.03030303
Mathew Easow Research Securities Ltd.,5.9,11.5,5.16,14.34108527
Matra Kaushal Enterprise Ltd.,2.16,3.01,2.16,0
Matra Realty Ltd.,0.37,0.56,0.37,0
Matrimony.com Ltd.,637.4,764.55,251,153.9442231
Mauria Udyog Ltd.,10.39,412.1,8.38,23.98568019
Mavens Biotech Ltd.,0.47,0.69,0.44,6.818181818
Mawana Sugars Ltd.,23.35,48.7,15.1,54.63576159
Max Alert Systems Ltd.,4.77,5.8,3.09,54.36893204
Max Financial Services Ltd.,611.8,645,279.75,118.6952636
Max Healthcare Institute Ltd.,121.8,133.8,101.65,19.82292179
Max India Ltd.,58.25,80,10,482.5
Max India Ltd.,68.65,98.65,52.3,31.26195029
Max Ventures and Industries Ltd.,38.65,60.85,25.15,53.67793241
Maxheights Infrastructure Ltd.,10.9,13.4,10,9
Maximaa Systems Ltd.,3.1,3.25,0.95,226.3157895
Maximus International Ltd.,122.4,130.8,40,206
Mayukh Dealtrade Ltd.,13.67,14.36,8.5,60.82352941
Mayur Floorings Ltd.,3.15,6.1,3.15,0
Mayur Leather Products Ltd.,5.3,5.61,2.8,89.28571429
Mayur Uniquoters Ltd.,267,309.9,118.2,125.8883249
Mazagon Dock Shipbuilders Ltd.,184,216.65,145,26.89655172
Mazda Ltd.,614.5,638,222.25,176.4904387
MB Parikh Finstocks Ltd.,20.35,20.65,8.4,142.2619048
MBL Infrastructures Ltd.,9.03,10.84,2.42,273.1404959
McDowell Holdings Ltd.,24,31.9,10.95,119.1780822
Mcleod Russel (India) Ltd.,22.55,27.51,1.84,1125.543478
Mcnally Bharat Engineering Ltd.,5.37,8.37,2.1,155.7142857
MCS Ltd.,3.14,4.55,2.96,6.081081081
Multi Commodity Exchange of India Ltd.,1657.4,1875,805.05,105.8754115
Mahesh Developers Ltd.,5.33,20.1,3.94,35.27918782
Medi-Caps Ltd.,21.55,25,7.23,198.0636238
Media Matrix Worldwide Ltd.,5,6.19,2.26,121.2389381
Mediaone Global Entertainment Ltd.,5.46,17.16,5.46,0
Medicamen Biotech Ltd.,412.8,525,153.1,169.6276943
Medico Intercontinental Ltd.,32.1,53,14.7,118.3673469
Medico Remedies Ltd.,76.15,87.75,67,13.65671642
Medinova Diagnostic Services Ltd.,14.17,18,11.4,24.29824561
Meenakshi Enterprises Ltd.,2.36,10.3,2.32,1.724137931
Meera Industries Ltd.,36,81.67,30.1,19.6013289
Mefcom Agro Industries Ltd.,1.2,4.79,1.15,4.347826087
Mefcom Capital Markets Ltd.,8.25,10.55,8.16,1.102941176
Mega Corporation Ltd.,0.58,0.94,0.23,152.173913
Mega Fin India Ltd.,8.87,8.87,8.87,0
Mega Nirman and Industries Ltd.,24.95,25.8,12.07,106.7108534
Megasoft Ltd.,8.11,10.45,4.6,76.30434783
Megastar Foods Ltd.,30,98.5,25,20
Meghmani Organics Ltd.,77.4,85,31.8,143.3962264
Meglon Infra-Real (India) Ltd.,3.92,4.31,3.57,9.803921569
Megri Soft Ltd.,12.2,17.7,12.2,0
Mehai Technology Ltd.,10.99,180,10.15,8.275862069
Mehta Housing Finance Ltd.,7.46,12.15,6.75,10.51851852
Mehta Integrated Finance Ltd.,6.9,7.36,2.4,187.5
Mehta Securities Ltd.,12.72,13.38,11.52,10.41666667
Melstar Infotech Ltd.,1.99,5.32,1.46,36.30136986
Mena Mani Industries Ltd.,13.85,13.85,6.84,102.4853801
Menon Bearings Ltd.,47.4,64,27,75.55555556
Menon Pistons Ltd.,13.6,18.85,7.76,75.25773196
MEP Infrastructure Developers Ltd.,13.55,45,9.43,43.69034995
Mercantile Ventures Ltd.,8.95,9.95,3.4,163.2352941
Mercator Ltd.,0.88,1.69,0.42,109.5238095
Mercury Laboratories Ltd.,499.95,503.3,242.25,106.377709
Mercury Metals Ltd.,1.65,1.65,0.95,73.68421053
Mesco Pharmaceuticals Ltd.,7.4,7.4,0.6,1133.333333
Metal Coatings (India) Ltd.,25.3,31.95,19.95,26.81704261
Metalyst Forgings Ltd.,4.75,10.09,3.56,33.42696629
Metkore Alloys Industries Ltd.,0.5,0.66,0.21,138.0952381
Metroglobal Ltd.,45.1,64.95,26.1,72.79693487
Metropolis Healthcare Ltd.,2023,2146.5,993.2,103.6850584
Mewar Hi-Tech Engineering Ltd.,35.5,37.55,21.8,62.8440367
Mewar Polytex Ltd.,71,76.1,49.65,43.00100705
Mewat Zinc Ltd.,12.8,12.8,1.15,1013.043478
Meyer Apparel Ltd.,0.62,1.33,0.48,29.16666667
MFL India Ltd.,0.17,0.32,0.15,13.33333333
MFS Intercorp Ltd.,10.75,10.75,10.25,4.87804878
MOUNT HOUSING AND INFRASTRUCTU Ltd.,35.1,36.9,0,3510
MIC Electronics Ltd.,0.94,1.1,0.46,104.3478261
Micro Technologies Ltd.,3.61,7.07,1.99,81.40703518
Mid India Industries Ltd.,0.88,1.09,0.82,7.317073171
Midas Infra Trade Ltd.,0.59,2.14,0.51,15.68627451
Mideast Portfolio Management Services Ltd.,6.65,8.45,6.65,0
Mideast Integrated Steels Ltd.,4.54,7.7,3.53,28.61189802
Midfield Industries Ltd.,12.05,49.95,11.65,3.433476395
Midland Polymers Ltd.,23.9,55.8,12.25,95.10204082
Midvalley Entertainment Ltd.,0.35,144.5,0.35,0
Midwest Gold Ltd.,9,10.45,8.85,1.694915254
Mihika Industries Ltd.,19.8,19.8,19.8,0
Milestone Global Ltd.,9.35,13.65,9.35,0
Milestone Furniture Ltd.,7.25,14.02,4.22,71.80094787
Milgrey Finance & Investments Ltd.,19.5,19.5,17.6,10.79545455
Milkfood Ltd.,381,605,320,19.0625
Millennium Online Solutions ( India ) Ltd.,0.67,0.75,0.67,0
Minal Industries Ltd.,0.53,1.3,0.45,17.77777778
Minaxi Textiles Ltd.,0.55,0.72,0.27,103.7037037
Minda Industries - RE Ltd.,58.2,340.65,52.65,10.54131054
Minda Corporation Ltd.,70.4,122,52.6,33.84030418
Minda Finance Ltd.,16.35,16.35,16.05,1.869158879
Minda Industries Ltd.,368,423.71,208.25,76.71068427
